UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q9R1T2	3.48	0.0	0.0	1.0	0.0	3.44	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	3.35	1.89	0.0	6.57	0.0	3.31	0.0	0.0	0.0	0.91	0.97	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9D855	4.65	1.25	2.5	2.01	12.03	4.59	4.93	3.51	3.76	4.96	8.78	6.28	6.57	5.37	3.35	0.94	7.21	8.22	5.7	9.1	5.93	4.43	2.54	0.91	0.0	2.71	5.54	3.08	0.9	0.0	3.65	4.68	8.34	5.17	3.01	1.87	6.24	0.0	0.0
P19157	3.48	4.98	0.0	4.02	0.0	2.29	2.96	2.64	0.94	0.0	2.19	0.0	4.93	3.84	4.19	7.56	2.06	2.46	3.8	4.96	6.91	1.77	5.09	4.55	2.92	6.33	7.39	2.05	5.42	0.0	0.91	6.55	6.49	5.17	6.01	3.74	6.24	1.21	0.0
P27005	2.32	0.0	0.0	0.0	4.81	0.0	1.97	7.91	6.58	0.0	1.1	0.0	5.75	4.6	1.68	0.0	0.0	4.93	0.95	6.62	0.0	3.54	3.39	3.64	0.0	0.0	0.92	0.0	3.61	8.7	0.0	1.87	0.93	3.45	1.5	0.0	3.9	0.0	0.0
O70439	0.0	0.0	5.01	2.01	2.41	3.44	0.0	0.0	1.88	0.0	4.39	2.09	0.82	0.0	0.0	0.0	1.03	0.82	1.9	0.0	1.98	0.89	0.0	0.0	1.95	0.9	0.92	3.08	1.81	0.0	9.13	1.87	5.56	0.0	3.01	0.93	4.68	0.0	0.0
O70378	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	1.05	1.64	0.0	0.0	1.89	1.03	1.64	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P19221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	4.52	0.0	1.83	2.81	0.0	20.68	0.75	0.0	3.12	0.0	0.0
Q8BH95	4.65	9.96	2.5	5.02	6.02	5.74	6.9	5.27	5.64	7.94	2.19	0.0	11.5	13.05	9.22	10.39	10.3	11.5	6.65	9.1	10.87	1.77	1.7	0.0	0.0	4.52	2.77	0.0	0.9	1.74	12.78	4.68	5.56	1.72	8.27	2.8	3.9	0.0	2.17
P47877	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0	0.0	0.82	0.77	2.51	0.94	0.0	1.64	0.0	3.31	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P70663	1.16	3.74	2.5	4.02	0.0	0.0	0.0	0.88	1.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	2.54	0.0	0.97	0.0	0.92	5.13	0.0	0.0	4.57	1.87	1.85	3.45	5.26	0.93	0.78	0.0	0.0
Q02257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P06837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.84	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.85	0.0	2.92	0.0	0.92	2.05	2.71	0.0	9.13	3.74	0.0	1.72	4.51	0.0	0.0	0.0	0.0
O55143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.0	0.0	8.45	0.0
Q78ZA7	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.94	0.0	0.0	0.0	0.0	1.53	0.0	0.0	1.03	0.82	1.9	0.0	2.96	0.89	0.0	0.0	2.92	3.62	1.85	2.05	0.9	0.0	0.0	3.74	3.71	1.72	3.01	2.8	3.12	1.21	1.09
Q99LB4	11.62	12.45	17.53	6.03	27.67	29.82	18.74	12.3	18.81	13.9	14.27	23.02	15.6	13.05	11.73	11.34	5.15	13.15	8.55	21.5	12.84	7.08	9.32	6.36	1.95	4.52	4.62	6.15	12.64	24.37	14.61	13.11	13.9	15.51	25.55	12.14	26.5	18.11	24.99
P42125	3.48	6.23	11.27	3.01	6.02	9.18	8.88	5.27	8.46	5.96	2.19	4.19	4.93	6.91	6.71	7.56	9.27	7.39	2.85	3.31	9.88	3.54	6.78	5.45	6.82	6.33	5.54	6.15	5.42	6.96	6.39	6.55	8.34	6.89	6.76	7.47	4.68	1.21	2.17
Q9CQU1	1.16	2.49	1.25	1.0	1.2	0.0	0.0	0.88	0.94	0.99	0.0	4.19	1.64	2.3	0.0	1.89	0.0	0.82	0.0	0.0	0.99	2.66	1.7	0.91	0.97	0.0	1.85	1.03	0.9	0.0	1.83	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P97314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7	0.0	0.0	0.0	1.64	0.77	0.0	0.94	0.0	4.11	0.0	0.0	4.94	0.0	4.24	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
P97315	18.58	11.21	21.29	0.0	9.62	3.44	14.79	22.84	18.81	11.91	19.75	10.46	22.99	17.65	10.06	22.68	20.59	22.18	16.16	22.33	36.55	23.9	36.45	31.82	26.31	24.41	22.17	20.51	19.87	34.81	7.3	15.91	26.87	15.51	22.55	15.88	25.72	12.08	14.12
P46935	1.16	4.98	1.25	0.0	0.0	0.0	0.0	0.0	3.76	0.0	0.0	0.0	0.0	2.3	4.19	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3XA10	2.32	6.23	5.01	2.01	2.41	5.74	6.9	6.15	7.52	3.97	4.39	2.09	5.75	0.0	6.71	3.78	1.03	3.29	5.7	3.31	2.96	3.54	1.7	2.73	3.9	2.71	3.7	4.1	2.71	0.0	1.83	5.62	0.93	1.72	2.25	3.74	2.34	0.0	1.09
O54941	5.81	8.72	3.76	3.01	2.41	2.29	0.0	0.0	1.88	4.96	1.1	0.0	0.0	0.0	0.0	1.89	2.06	0.82	0.95	0.0	0.0	1.77	0.0	0.0	1.95	0.9	3.7	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P56480	1.16	3.74	5.01	5.02	4.81	4.59	4.93	6.15	3.76	3.97	2.19	10.46	9.85	0.77	4.19	8.5	8.24	15.61	13.31	2.48	0.99	7.08	0.0	2.73	0.0	0.9	6.47	7.18	0.0	5.22	0.0	0.0	4.63	10.34	4.51	5.6	0.0	26.57	4.35
P46938	0.0	0.0	0.0	1.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.82	0.0	1.65	0.0	0.0	0.85	1.82	0.97	6.33	1.85	0.0	3.61	0.0	1.83	0.94	2.78	2.59	5.26	4.67	1.56	0.0	0.0
Q62048	4.65	0.0	0.0	3.01	0.0	0.0	1.97	3.51	0.0	3.97	1.1	2.09	1.64	0.0	2.51	0.0	4.12	0.0	1.9	2.48	1.98	3.54	4.24	1.82	3.9	3.62	2.77	4.1	3.61	0.0	0.0	1.87	0.93	0.86	1.5	3.74	2.34	6.04	4.35
P45591	6.97	2.49	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	2.3	2.51	0.0	0.0	0.0	0.0	2.48	2.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	0.0	5.48	7.49	0.0	0.0	3.01	0.0	2.34	0.0	0.0
Q62165	4.65	1.25	6.26	0.0	1.2	1.15	5.92	3.51	4.7	4.96	4.39	3.14	3.28	3.84	1.68	2.83	3.09	5.75	1.9	1.65	1.98	6.2	4.24	5.45	3.9	5.42	4.62	5.13	5.42	3.48	5.48	4.68	5.56	3.45	3.01	3.74	4.68	2.42	5.43
Q9CQX8	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.76	0.0	0.0	0.0	0.0	1.64	0.77	1.68	0.0	0.0	0.0	0.95	0.0	1.98	0.89	0.85	0.91	0.97	3.62	0.92	2.05	0.9	0.0	0.91	0.0	0.0	0.86	0.0	0.0	1.56	0.0	1.09
B1AQ77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.46	0.0	0.0	0.0	22.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.8	0.0	0.0	5.6	0.0	0.0	0.0
P14148	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	2.09	1.64	0.77	0.0	1.89	3.09	0.0	3.8	0.83	0.0	0.0	0.85	0.91	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9CQX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q91X72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	3.74	0.0	6.03	0.0	0.0	0.78	0.0	0.0
P29341	5.81	3.74	10.02	3.01	2.41	6.88	5.92	7.91	3.76	1.99	3.29	12.56	2.46	3.84	11.73	6.61	11.33	6.57	11.41	4.96	3.95	4.43	0.85	0.0	0.97	4.52	1.85	3.08	2.71	0.0	1.83	0.0	0.0	0.0	3.01	1.87	0.78	0.0	0.0
P32067	6.97	0.0	5.01	2.01	0.0	0.0	4.93	5.27	3.76	0.0	0.0	0.0	4.11	1.53	10.9	7.56	0.0	3.29	0.95	3.31	0.0	0.0	5.93	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.91	0.0	0.0	0.86	0.0	0.0	0.78	0.0	0.0
Q9JII5	2.32	0.0	0.0	6.03	1.2	1.15	3.94	7.91	1.88	3.97	1.1	3.14	3.28	0.0	1.68	3.78	0.0	0.0	2.85	2.48	0.99	0.0	2.54	0.0	0.0	0.0	0.92	0.0	0.9	0.0	6.39	3.74	5.56	3.45	3.76	2.8	4.68	0.0	1.09
O08600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P47791	10.45	11.21	11.27	12.05	13.23	12.62	13.81	7.91	14.11	8.93	13.17	4.19	6.57	6.14	8.38	10.39	8.24	8.22	8.55	12.4	7.9	12.39	9.32	10.0	11.69	9.94	8.31	7.18	14.45	0.0	3.65	12.17	11.12	17.24	13.53	8.41	11.69	9.66	14.12
Q542V3	10.45	4.98	8.77	7.03	8.42	4.59	3.94	9.66	6.58	9.93	7.68	6.28	4.93	4.6	4.19	7.56	6.18	6.57	5.7	5.79	4.94	6.2	15.26	11.82	5.85	8.13	4.62	9.23	5.42	12.18	7.3	11.23	9.27	4.31	6.01	4.67	7.02	4.83	6.52
P19123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08905	11.62	6.23	16.28	7.03	19.25	11.47	12.82	9.66	10.35	12.9	15.36	9.42	22.99	14.58	9.22	13.23	10.3	13.15	11.41	20.67	13.83	18.59	23.73	16.36	11.69	15.37	17.55	17.43	22.58	62.66	27.39	26.21	19.46	12.93	32.32	22.42	31.18	43.47	33.68
O35295	5.81	3.74	2.5	2.01	3.61	5.74	6.9	0.88	1.88	2.98	2.19	2.09	4.93	4.6	1.68	1.89	3.09	4.93	3.8	6.62	1.98	3.54	3.39	2.73	6.82	3.62	1.85	6.15	2.71	0.0	4.57	9.36	6.49	3.45	3.76	0.0	3.12	0.0	2.17
P02463	6.97	7.47	1.25	4.02	2.41	2.29	10.85	3.51	4.7	2.98	0.0	9.42	7.39	4.6	4.19	4.72	6.18	7.39	4.75	5.79	5.93	0.0	5.93	2.73	1.95	2.71	2.77	2.05	3.61	0.0	6.39	6.55	6.49	4.31	5.26	1.87	3.12	0.0	0.0
P26443	0.0	0.0	0.0	0.0	0.0	0.0	2.96	2.64	0.0	6.95	1.1	1.05	1.64	0.0	0.0	4.72	1.03	0.82	0.95	0.0	0.0	2.66	0.85	0.91	7.8	4.52	7.39	6.15	0.0	0.0	2.74	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0
Q8BP92	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.88	0.0	0.99	0.0	0.0	0.0	1.53	0.0	0.94	0.0	0.0	0.0	1.65	0.0	6.2	0.85	0.91	3.9	6.33	9.24	2.05	3.61	0.0	0.91	3.74	0.0	0.0	0.75	0.0	0.0	0.0	0.0
Q3UHX2	5.81	6.23	7.51	6.03	4.81	3.44	6.9	2.64	1.88	4.96	7.68	10.46	4.11	4.6	10.06	9.45	8.24	5.75	4.75	4.96	4.94	3.54	9.32	9.09	7.8	7.23	6.47	8.2	8.13	0.0	5.48	3.74	4.63	2.59	4.51	3.74	3.9	9.66	9.78
P18572	3.48	2.49	5.01	6.03	3.61	4.59	1.97	0.0	0.0	2.98	0.0	0.0	0.82	0.77	0.0	0.0	0.0	0.0	0.0	1.65	0.99	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.9	0.0	0.91	0.0	0.0	1.72	1.5	0.0	3.9	0.0	0.0
Q9QZ06	1.16	2.49	0.0	4.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	1.81	0.0	3.65	3.74	1.85	1.72	3.01	0.93	1.56	0.0	0.0
Q9D2M8	4.65	1.25	1.25	2.01	0.0	0.0	4.93	1.76	1.88	0.0	2.19	0.0	2.46	5.37	5.03	1.89	3.09	4.93	0.95	0.0	0.0	0.89	2.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.86	0.0	0.0	2.34	0.0	0.0
Q9CR00	0.0	1.25	0.0	1.0	0.0	0.0	0.99	0.0	0.94	0.0	0.0	0.0	4.11	2.3	3.35	5.67	3.09	0.82	1.9	1.65	0.0	0.89	0.0	0.0	1.95	0.0	0.0	0.0	0.9	0.0	0.91	0.94	2.78	0.0	1.5	0.0	3.9	0.0	0.0
Q9DB15	0.0	2.49	2.5	2.01	3.61	2.29	1.97	4.39	1.88	4.96	1.1	4.19	3.28	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	3.54	1.7	1.82	0.0	0.0	0.92	3.08	0.0	0.0	0.0	1.87	1.85	0.86	0.0	0.0	0.0	0.0	0.0
Q9JHI7	0.0	0.0	0.0	0.0	0.0	0.0	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P62983	31.36	27.4	35.06	33.15	39.7	30.97	15.78	22.84	23.51	29.78	16.46	31.39	13.96	20.72	29.34	18.9	22.65	20.54	28.51	20.67	17.78	13.28	14.41	15.45	17.54	14.46	19.4	22.56	19.87	40.03	27.39	22.47	19.46	24.99	19.54	23.35	28.06	24.15	26.07
P08071	1.16	6.23	2.5	1.0	22.86	11.47	14.79	13.18	7.52	4.96	12.07	5.23	9.85	9.21	0.84	6.61	0.0	2.46	0.0	7.44	0.0	8.85	0.0	1.82	0.0	0.0	4.62	2.05	3.61	0.0	1.83	3.74	0.0	7.76	1.5	0.0	1.56	0.0	6.52
P67984	4.65	3.74	7.51	6.03	4.81	4.59	3.94	8.78	4.7	0.0	4.39	4.19	9.03	6.14	6.71	5.67	7.21	6.57	4.75	4.96	5.93	0.0	11.87	6.36	7.8	7.23	7.39	3.08	9.03	3.48	2.74	3.74	10.19	4.31	8.27	11.21	10.13	4.83	11.95
Q8K1I7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.92	0.0	1.81	0.0	2.74	2.81	3.71	1.72	2.25	0.0	1.56	0.0	1.09
P10518	2.32	3.74	1.25	4.02	6.02	1.15	2.96	0.0	1.88	6.95	1.1	1.05	0.0	0.0	5.03	0.0	5.15	0.0	2.85	0.83	1.98	0.0	0.0	0.91	3.9	4.52	4.62	0.0	0.9	0.0	1.83	2.81	5.56	2.59	2.25	2.8	3.12	0.0	0.0
Q61789	1.16	1.25	0.0	6.03	0.0	0.0	0.99	4.39	0.0	2.98	0.0	2.09	0.0	2.3	0.84	1.89	1.03	0.0	1.9	0.83	0.0	1.77	0.0	0.91	3.9	2.71	2.77	4.1	3.61	0.0	3.65	4.68	5.56	0.86	0.0	1.87	3.12	0.0	0.0
Q6P5H2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.77	11.73	5.67	0.0	1.64	0.95	2.48	0.99	3.54	0.85	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8BQ47	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	1.88	0.0	0.0	0.0	0.0	0.77	2.51	0.0	0.0	0.0	0.0	2.48	0.0	0.89	0.0	2.73	1.95	0.9	0.92	1.03	0.0	0.0	0.0	0.0	1.85	0.0	0.75	0.0	0.78	0.0	1.09
Q52KI8	0.0	2.49	2.5	1.0	1.2	1.15	0.0	0.88	1.88	0.0	1.1	2.09	4.93	0.77	4.19	0.0	2.06	0.0	0.0	2.48	0.0	0.0	2.54	3.64	2.92	0.0	0.92	4.1	0.9	0.0	2.74	1.87	2.78	0.0	3.76	0.0	0.78	0.0	0.0
Q9JIW9	27.88	21.17	26.3	26.11	26.47	27.53	22.68	12.3	18.81	19.85	31.82	20.93	8.21	10.74	21.79	18.9	19.56	13.15	13.31	20.67	20.75	19.47	19.49	19.09	22.41	24.41	14.78	27.69	27.09	10.44	25.57	20.59	23.17	14.65	22.55	20.55	26.5	24.15	26.07
Q8QZT1	0.0	2.49	1.25	1.0	3.61	1.15	0.99	1.76	2.82	1.99	2.19	2.09	0.0	6.14	2.51	7.56	8.24	7.39	2.85	2.48	4.94	0.0	3.39	4.55	0.97	4.52	6.47	0.0	0.0	0.0	0.0	0.94	2.78	0.86	2.25	5.6	0.0	0.0	3.26
Q61781	0.0	8.72	0.0	0.0	0.0	6.88	0.0	0.0	0.0	4.96	0.0	15.69	0.0	4.6	0.0	28.35	0.0	1.64	8.55	0.0	0.0	0.0	1.7	10.0	14.62	0.0	3.7	9.23	9.93	6.96	0.91	4.68	24.09	5.17	2.25	4.67	0.0	16.91	2.17
Q91VB8	81.3	29.89	72.63	7.03	19.25	24.09	27.61	28.11	122.26	14.89	27.43	18.83	114.95	73.66	15.93	10.39	36.04	57.51	15.21	40.52	18.77	28.32	17.8	15.45	10.72	16.27	7.39	21.54	54.18	53.96	10.96	20.59	20.39	35.33	18.79	25.22	14.81	9.66	28.25
Q6NZB0	4.65	0.0	1.25	1.0	6.02	4.59	0.0	1.76	1.88	0.0	1.1	1.05	1.64	6.14	7.54	7.56	2.06	4.11	2.85	0.0	3.95	3.54	4.24	5.45	0.97	0.9	3.7	6.15	6.32	0.0	5.48	6.55	4.63	6.03	8.27	8.41	6.24	7.25	8.69
Q99KJ8	1.16	0.0	0.0	2.01	3.61	1.15	2.96	0.0	0.0	0.99	0.0	5.23	0.0	0.0	4.19	1.89	0.0	3.29	4.75	4.13	3.95	6.2	4.24	4.55	9.74	7.23	12.93	7.18	2.71	0.0	5.48	7.49	7.41	1.72	5.26	3.74	2.34	2.42	2.17
P26043	53.43	70.99	62.61	45.2	64.97	58.5	61.14	52.71	49.84	58.56	54.87	58.59	56.65	55.25	62.02	78.43	75.16	57.51	53.22	61.19	62.23	49.56	57.63	46.36	48.72	49.71	48.97	64.61	58.7	104.43	79.44	58.98	61.16	59.46	60.12	70.05	65.48	65.21	70.61
P49935	27.88	23.66	26.3	31.14	32.48	25.23	25.64	18.45	17.87	21.84	23.05	18.83	4.93	12.28	13.41	13.23	15.44	16.43	19.01	15.71	5.93	12.39	7.63	12.73	12.67	9.04	11.09	12.31	12.64	8.7	7.3	10.3	12.05	10.34	9.02	11.21	10.91	21.74	18.47
Q9WVH9	4.65	6.23	8.77	6.03	4.81	9.18	3.94	0.0	3.76	3.97	2.19	4.19	3.28	6.91	3.35	0.94	14.42	4.93	12.36	11.58	3.95	15.05	5.09	9.09	22.41	11.75	12.93	17.43	8.13	5.22	10.96	13.11	14.83	17.24	16.53	21.48	14.81	26.57	27.16
P09411	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.76	0.0	0.0	0.0	1.05	2.46	0.0	3.35	0.0	0.0	3.29	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.93	0.0	1.5	0.0	1.56	0.0	0.0
Q9D0W5	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.88	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	2.25	0.0	3.9	0.0	0.0
Q9JLQ0	4.65	4.98	5.01	5.02	2.41	0.0	1.97	2.64	4.7	1.99	1.1	0.0	3.28	3.84	4.19	3.78	0.0	3.29	0.0	2.48	1.98	1.77	3.39	3.64	0.0	1.81	3.7	3.08	3.61	0.0	1.83	3.74	1.85	0.0	1.5	0.0	0.0	0.0	0.0
Q8R180	2.32	0.0	1.25	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9CQQ8	0.0	2.49	2.5	4.02	6.02	5.74	3.94	2.64	4.7	7.94	5.49	3.14	4.11	2.3	4.19	8.5	3.09	4.11	3.8	2.48	4.94	4.43	5.09	7.27	9.74	8.13	4.62	8.2	8.13	0.0	3.65	9.36	7.41	5.17	7.52	10.27	7.02	4.83	5.43
Q61545	4.65	4.98	5.01	3.01	1.2	1.15	4.93	4.39	4.7	2.98	2.19	6.28	2.46	1.53	1.68	3.78	4.12	3.29	3.8	2.48	2.96	3.54	4.24	2.73	3.9	3.62	3.7	4.1	3.61	6.96	5.48	4.68	3.71	3.45	3.76	3.74	3.12	4.83	4.35
Q04857	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	0.84	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0
Q921H8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0	0.0	13.14	4.6	0.0	0.0	0.0	9.04	0.0	0.0	2.96	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.86	0.0	0.0	0.78	0.0	0.0
P81117	0.0	3.74	10.02	0.0	2.41	2.29	0.99	0.0	3.76	3.97	2.19	0.0	1.64	3.84	2.51	4.72	4.12	3.29	3.8	6.62	2.96	2.66	3.39	3.64	5.85	3.62	5.54	7.18	5.42	0.0	6.39	4.68	2.78	5.17	3.01	3.74	3.12	0.0	2.17
P02104	12.78	12.45	16.28	4.02	8.42	9.18	9.86	13.18	19.75	5.96	10.97	5.23	21.35	8.44	5.87	3.78	6.18	11.5	8.55	10.75	7.9	8.85	7.63	8.18	11.69	10.85	5.54	10.26	13.55	12.18	0.0	0.0	7.41	0.0	4.51	9.34	6.24	7.25	10.86
Q61543	0.0	0.0	0.0	4.02	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q99LF4	5.81	4.98	6.26	6.03	4.81	6.88	4.93	7.03	5.64	5.96	6.58	0.0	0.82	1.53	0.0	1.89	3.09	2.46	0.0	0.83	3.95	6.2	1.7	3.64	1.95	0.0	2.77	2.05	0.9	0.0	4.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q91VC3	5.81	6.23	7.51	5.02	6.02	4.59	4.93	3.51	8.46	4.96	2.19	3.14	3.28	1.53	0.0	0.0	2.06	3.29	6.65	9.1	5.93	11.51	9.32	8.18	16.56	11.75	12.01	16.41	8.13	1.74	8.22	2.81	0.93	1.72	2.25	0.0	1.56	1.21	1.09
Q9JK53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	1.81	0.92	1.03	3.61	0.0	1.83	1.87	5.56	1.72	6.76	6.54	3.12	8.45	11.95
Q3U0V1	11.62	9.96	17.53	28.12	27.67	19.5	22.68	12.3	20.69	22.83	29.63	24.07	18.88	13.05	18.44	12.28	25.74	23.83	16.16	19.02	21.73	15.93	17.8	20.91	20.46	18.08	20.33	22.56	16.25	0.0	27.39	22.47	26.87	12.07	21.8	11.21	14.03	9.66	8.69
Q3UH68	4.65	9.96	12.52	10.04	6.02	5.74	5.92	5.27	4.7	9.93	4.39	9.42	8.21	3.84	10.06	6.61	2.06	4.11	4.75	4.96	2.96	8.85	0.85	9.09	9.74	6.33	7.39	7.18	7.22	1.74	10.96	12.17	13.9	7.76	6.76	7.47	7.8	2.42	0.0
