Gene	p0.5	P0.5	p0.5	p1	P1	P1	P1.5	P1.5	P1.5	P2	P2	P2	p2.5	P2.5	P2.5	P3	P3	P3	P3.5	P3.5	P3.5	P4	P4	P4	p4.5	P4.5	P4.5	P4.5	P5	P5	P5	P5.5	p5.5	P5.5	P5.5	P6	P6	P6	P6	P6	P6.5	P6.5	P6.5	P7	p7	P7	P7.5	p7.5	P7.5	P8	P8	P8	P8	P8.5	p8.5	P8.5	P8.5	P8.5	P9	P9	P9	P9	P9	P9.5	P9.5	P9.5	P10	P10	P10	P10	P10.5	p10.5	P10.5	P11	P11	P11	P11	P11.5	P11.5	P11.5	P12	P12	P12	P12	P12	P12.5	P12.5	p12.5	p12.5	P12.5	P13	P13	P13	P13	P13	P13	P13.5	P13.5	p14	P14	p14	p14	P14	P15	p15	P15	P16	P16	P16	P16	P16	p17	p17	p17	p18	P18	p18	P18	p19	p19	P20	P20	P20	P20	p21	p21	p21	P22	p22	P22	P23	P23	P23	P24	P24	P24	P24	P24	P25	P25	p25	P25	P26	P26	P26	p26	P27	P27	P27	P28	P28	P28	P28
mmu-miR-1933-5p	-74.9466075415	47.4549670718	216.481116824	93.7804803567	11.4076442168	1482.63024612	129.48532761	5414.74464869	5552.98146661	-35.7547524605	87.9307906095	-10.926460717	-97.3975854144	-64.8483773667	904.005853678	285.611000996	-104.580390816	-36.5966217291	-102.965794411	130.191488354	646.183542657	508.080623013	117.039937934	-35.2778335765	2808.17222972	-133.941872441	673.873799938	92.1097995858	654.546949261	-40.892965787	-16.7049263888	102.56201401	-80.9891710092	489.716761745	467.144561636	-129.825090048	-69.1703254678	234.380807052	-111.096720964	27978.2635514	23.8360843432	-67.6866701309	903.094353683	-47.9832355853	-105.091206109	898.55707704	-55.8672588416	175.541721355	896.235246105	-65.4117683063	-96.1536024098	4425.54678876	16449.0453549	670.43053839	14715.6025357	286.746795061	6535.26105862	1822.61223971	3429.83487669	-4.03332913026	38.1762845284	67.1881954706	-47.4705866499	143.078642877	-14.3217541289	929.174059962	692.430502773	1005.42100011	-92.7883460855	1439.67528346	1250.21181985	-102.781624343	-98.5337133655	47.0728807238	65.0132806805	123.703392087	801.181780655	-51.409921922	57.8660770086	445.581296446	803.79563425	524.307805806	192.84874174	-59.5464391279	157.006236063	673.486840632	36.2133616311	1054.24989881	-116.776236917	766.179138315	1004.62967978	536.35393368	1071.49229988	42.9804189969	-8.0076533721	233.330859477	248.993074061	152.881955535	55.81478791	-71.2040175894	-29.7317684816	390.338786774	127.638107038	348.806975374	-65.3996905896	7542.98535215	1302.82678972	727.384974101	255.869034055	887.65179962	196.606431385	64.9086460178	4330.04723746	576.431733195	67.43268325	-118.617797433	2027.72111589	-2.95547235259	41.0909350675	162.684903825	1523.42550254	25196.7071237	1403.97166871	29195.539554	57.6153665179	29.9523997327	461.058780283	63.1934271554	-20.2437739382	-116.423336918	96.973238183	4339.17654535	4976.69642608	43.0157592376	692.682317253	343.259270669	-11.5037282168	287.659789239	-120.679963305	-99.7263358129	-30.8660770165	-39.9270938644	28.9979770604	-82.9933036246	-47.7873787005	-28.6627292231	-9.39139791967	-48.2628686368	-49.2925616068	524.426833479	22151.0976413	26.7152434174	1197.35299319
mmu-miR-1934	-84.9890552195	14.7965109989	130.891597401	79.2034802483	-18.7818135877	1001.70011993	105.575213387	5495.28803223	5434.12189543	-59.1124939928	-51.7059994758	-45.8256374131	-123.585820504	-90.6485963373	753.600259249	190.493519225	-111.306907126	-54.0358383247	-118.83722228	75.6609391631	457.753460333	479.560644628	27.8981129686	-100.396275378	2576.09710515	-141.016578536	638.138693868	44.8967353738	575.574632995	-61.618275218	-30.1646054463	59.2284872397	-87.3070082191	418.341104487	399.644250953	-155.678842265	-98.6200951213	202.173446753	-128.395266866	26486.0688715	-55.842161957	-85.1434322535	718.800502175	-79.9245436782	-132.706279939	677.33859098	-62.5802722997	35.7232108022	791.999935853	-87.2718783831	-130.762769586	4457.02729108	14573.0768688	539.989729008	13917.6240325	82.7336957455	5683.11488976	1277.15569453	2919.27358005	-50.0821659905	-84.6890088083	-61.2227883048	-69.7242452867	-8.19870393638	-79.1535935102	782.970269099	515.305044308	779.645770352	-140.175212482	1209.28815606	822.435522433	-114.261109205	-114.094566316	-43.0316267594	-38.5456296608	3.77718703199	631.901604911	-75.7224531767	42.7280760342	354.954108607	612.256691235	381.480725336	133.278034694	-79.9932961455	131.457479077	528.437898863	-75.1846000168	886.875094365	-132.730954355	722.166098932	771.824177681	391.322669092	863.370096118	10.5487139964	-25.804409293	199.285908783	97.6154374162	65.2758001052	31.503528217	-82.9294841473	-46.8659704273	386.153672838	86.8363062972	302.848074672	-83.446053323	6738.15622991	1045.52815981	630.305179736	211.304241682	813.465728664	172.752827386	32.214102674	4080.18094184	586.59117405	50.9962606653	-139.191772131	1842.41094381	-32.096843392	11.0006241031	142.469618494	1151.68924918	24358.6893283	1338.44743716	29393.9351633	33.2814399955	18.9866268802	436.659882297	46.1679971833	-40.6230882803	-134.262633121	69.7208221382	4403.65939113	4976.69642608	27.5906103541	603.34575964	295.162644109	-20.7048032491	255.651580447	-138.125887523	-122.259540821	-50.0550216036	-56.4832273444	17.5725580246	-98.779074093	-55.898577877	-46.6040893534	-35.2155584149	-63.1312855805	-85.2279284575	500.010338781	21108.7457853	1.77661248109	952.469500512
mmu-miR-1935	88.8225392076	138.898644076	218.794347079	160.186814184	60.553273201	1448.27809425	238.167664986	5777.18987462	5354.8821813	120.671334771	55.0750752953	140.666838057	-31.4537163342	0.752179395529	945.02556125	306.490448214	-32.1409844015	57.5751478869	12.8368459631	219.621589028	690.811720049	565.120579785	158.825168387	24.578511918	2808.17222972	-29.7507463015	959.754648499	150.719120677	733.519265527	66.8786432544	125.967671621	122.259071634	-21.2568919335	649.262348556	490.968200701	19.9745919138	42.5356973557	316.363178725	45.3423028456	27791.7392164	73.1215975187	35.4669242298	843.857044269	46.4519361675	32.9841630417	892.236548867	8.38586997115	138.998247006	1083.85880456	77.254213247	5.6380657543	4457.02729108	14989.9587546	664.995504666	14216.8659712	181.51898594	5725.7221982	1608.70771219	3163.45506975	3.05110730978	68.0314025355	76.0879666233	57.1216089429	168.955031148	40.6052209024	936.136145241	606.398137233	978.859208371	-46.0784349227	1276.48440155	965.027621574	41.0945859188	46.4279167523	90.9699484721	135.331059307	184.535525086	760.321048579	45.0018399503	201.677086265	400.267702527	875.622737881	485.705892165	186.738925633	138.106512042	287.072635264	726.671452614	130.852337898	970.562496586	-8.41711431436	967.381604065	997.782459134	590.7406579	986.701772421	94.8711469977	97.2898191596	307.094919316	277.250232901	115.02744393	111.190434988	0.528248412034	50.2278405986	557.743344205	254.577042676	419.512976453	86.8664949737	6989.66533061	1465.78258866	862.21802183	342.377160426	880.907611351	331.776854049	149.226152536	4267.58066355	642.468098752	134.548075471	68.4183361847	2013.46648727	182.028882941	275.126687013	204.953227699	1406.03510674	25364.3106828	1513.17872129	29195.539554	197.12987858	157.324069019	538.321957239	165.346006988	107.466595939	-10.3023954086	212.271921449	4435.90081402	5048.00572966	116.713692792	703.849386955	413.800989624	75.9064845897	360.405718313	55.6156919444	95.5614409264	106.334876781	90.8092705127	82.6974465287	103.004252763	101.819183887	104.103335741	143.307985878	78.1186753848	178.298095114	592.793018632	21704.3754173	201.285659972	1126.25778564
mmu-miR-1936	-86.53404717	11.5306653916	123.951906637	75.9641468908	-15.2714115174	967.347968062	105.575213387	5495.28803223	5315.26232424	-58.4046836434	-45.5455528544	-42.5538395979	-123.270299599	-91.0485997322	739.927023392	190.493519225	-115.96372611	-57.5236816438	-117.073730295	73.4797171954	477.588205841	470.053985166	16.7553848479	-102.369561493	2556.75751143	-145.518664234	638.138693868	40.012625283	564.292873529	-61.618275218	-35.5484770693	59.2284872397	-87.3070082191	430.936808709	411.556070486	-155.678842265	-94.5580579277	193.389621216	-127.643156174	25926.4958665	-53.3778862982	-84.3499430661	679.308962566	-86.868306307	-133.569250996	677.33859098	-63.059773261	21.4235904047	764.203853119	-97.6266673668	-129.744852904	4425.54678876	14573.0768688	529.11966156	14017.3713454	80.5861894369	5512.68565598	1266.46046816	2852.67862832	-52.2074969225	-90.4303776559	-65.0369759417	-76.4003428777	-2.22722972005	-78.2531512965	796.894439657	505.183589538	739.803082748	-143.559988654	1209.28815606	837.44521708	-115.791707186	-117.370535358	-46.4971847395	-50.0521752543	0.301065146348	614.389862593	-76.8402707057	46.5125762778	344.497125395	630.213467143	369.900151244	139.387850801	-79.0196362875	124.489636262	509.09803996	-77.1562453557	871.659203052	-134.060514142	684.440636604	737.58807443	365.942197789	847.953636581	10.5487139964	-43.6011652138	207.797146456	91.5603319504	65.2758001052	24.7504005246	-84.3089508012	-51.6254709678	381.968558902	89.103073005	313.453974834	-83.446053323	7039.96715075	994.068433833	603.33857019	213.925700056	806.721540395	180.704028719	32.214102674	4048.94765489	535.793969776	48.2568569012	-140.438679688	1813.90168656	-29.5628111277	19.3590438154	140.631865282	1122.34165023	23855.8786511	1338.44743716	28600.352726	20.3033458502	18.9866268802	444.792848292	49.0055688453	-43.3403301926	-134.262633121	76.0098412255	4661.59077424	4869.7324707	32.7323266486	603.34575964	288.749760567	-31.0560126604	249.831906121	-137.207680985	-121.817713272	-50.0550216036	-55.3414250355	14.1449323138	-97.4063984001	-55.898577877	-46.6040893534	-29.6016104811	-66.8483898164	-83.5167205122	509.77693666	20959.8383773	0.217948047569	912.972162983
mmu-miR-1937a+mmu-miR-1937b	5447.62711939	2885.47479981	956.714798319	2293.28783005	3265.55036338	1413.92594238	2794.37624006	5696.64649108	5671.8410378	7467.03495184	2708.17408692	6456.32722078	2753.01826755	3220.77950828	876.659381964	287.930939576	1203.98574364	1416.6714279	3233.56104196	3733.5701789	899.07654788	1506.27986651	2880.43651186	4048.76666285	7024.20365946	2188.4911923	1061.0041157	1521.52601952	1280.68459966	4041.99299213	4698.22064746	864.838144023	1418.63564309	607.276667817	685.527919727	4723.83668642	4969.78681317	2764.12256151	4403.82375946	27418.6905464	3614.28571917	3123.72684155	962.331663096	3822.47005375	4181.28603495	961.762358772	1978.65531991	1800.93190653	1090.80782524	5075.16569605	2905.68269175	5842.16939318	14573.0768688	3442.29773775	14615.8552228	1351.90992412	7600.4437697	1598.01248581	5538.67501499	719.996075041	4557.78184129	3730.07972277	3670.00308862	4649.5511848	3830.56649806	1277.27832392	672.187593234	872.612041428	1473.68606595	1929.24792917	1497.87178152	4400.23763727	4989.04620919	3304.69738204	5217.38869643	5372.64743941	783.670038336	4832.33486208	5335.3516667	578.036417134	965.406617419	690.29603446	244.782178652	7772.57345847	3060.27407537	8099.99265922	7411.15275179	2971.45220424	3224.40750664	891.930679408	888.226928732	554.482841753	4439.9887089	2007.04447383	2971.46590038	3558.38771064	4699.4955914	1703.83537389	1957.49554611	1632.43729994	2471.8617156	5860.28270083	6034.83214762	1759.39169691	4671.77052694	8146.60719383	1199.90733776	721.991652192	3532.69200266	1926.25679301	3931.02065753	2252.00151917	5204.57927213	1927.63736689	3291.71091361	5753.0698906	4964.17461201	7765.12043384	9198.57557189	2693.27107664	1269.07964498	23855.8786511	4407.16561467	28203.5615074	4973.06852405	6837.16677815	3470.25619857	3743.52387277	4074.63978788	3305.51960892	4025.51382802	5016.24642602	9932.69302502	2243.67033328	3054.51755916	4437.88541182	2458.98491795	4067.53826389	7166.20712035	8528.7238722	5298.86328205	4907.5023109	2587.14929918	7207.28730136	4141.19637375	4755.69997218	6569.03279083	5016.91117019	9306.73687917	2980.72620006	21555.4680093	5798.44964074	1228.95086321
mmu-miR-1937c	1893.37313735	1295.00798906	343.708780831	731.929151769	1250.57957503	1499.80632206	994.59673312	5777.18987462	5830.32046605	2092.63096837	1653.71097355	3203.06959314	844.432315085	1069.56125055	1129.61424532	420.167438624	716.572023329	772.583028305	1690.50555474	1720.30230277	705.68777918	907.360320412	1278.66934452	1868.28550556	3755.81232172	1845.6895242	1037.18071165	893.103854492	1100.17644819	1567.39104606	2072.23726334	644.231098645	528.39494533	917.970705292	618.027609045	1338.51595497	1554.62904267	945.870675494	1286.32494364	27045.6418765	1856.43574925	1304.25613487	837.275121001	740.828199056	1030.57870515	1107.13450675	898.339654125	780.89231818	1688.42360402	683.584634849	724.287242993	5086.63733749	14781.5178117	1311.76451785	14316.6132841	866.573498378	6705.69029239	1758.44088145	3474.23151118	208.499764071	1718.10080931	2095.06462242	1374.53820024	2193.28479048	1800.06930633	1332.97500615	960.649054163	1031.98279184	360.094705623	1478.07313802	1723.01720121	1653.57955944	1829.37406797	1562.67690403	2173.26813442	2843.7687676	795.344533215	1490.89881365	2725.93874874	727.919843176	1198.84470422	736.618330828	218.815460196	2805.93452291	1420.50839973	3966.0978188	4205.25743074	1366.17567072	966.814989108	1306.91076502	1490.78234594	637.875818891	2312.51729268	929.014599611	955.983292341	1027.71304235	2372.31672406	800.734882727	985.045158396	724.748241695	1246.76627648	2277.82517181	2181.32874432	1130.1082873	1453.87847203	6989.66533061	1731.65783957	716.598330283	1453.87551138	1177.65189518	1617.22106958	1221.26302112	4298.81395051	1033.60657166	2412.36230533	3807.89410098	2783.21643286	3602.97243974	3790.67801802	2162.16039839	1220.16698006	24693.8964465	2332.23161564	28401.9571167	4523.70201427	3685.77236455	1249.95648183	1643.72084289	1680.74966315	2017.43093956	3700.58117518	4500.3836598	10538.8221055	1097.06759961	1239.86873264	1738.06144091	950.008612655	1800.77511397	3901.98287861	4306.6198122	2734.26083799	2605.05795486	1213.81393107	3124.94979068	1805.17101094	2109.9473983	2974.98332365	2217.93168053	3223.39263372	1632.93569275	20959.8383773	1711.63149605	1276.34766825
mmu-miR-1938	-79.5815833929	24.5940478208	135.51805791	92.1608136779	-11.0589290331	1001.70011993	114.269800377	5495.28803223	5315.26232424	-52.0343904982	-40.4118473366	-37.1008432391	-120.115090552	-89.2485844551	774.110113035	202.093212124	-112.859180121	-50.5479950055	-120.600714265	93.1107149043	547.009815118	451.040666242	40.4336821043	-89.8720827637	2556.75751143	-142.946043835	667.917948926	54.6649555556	626.342550595	-53.3281514456	-28.8186375405	69.0770160513	-84.4352640328	439.333944857	419.497283507	-151.116415403	-92.5270393309	216.81315598	-126.138934792	27045.6418765	-49.2707602003	-88.3173890031	764.873965052	-86.868306307	-127.528453596	740.543872712	-61.1417694158	30.9566706697	798.948956537	-88.4224104924	-126.691102859	4425.54678876	15094.179226	529.11966156	14615.8552228	104.208758831	5853.54412353	1287.85092091	2897.07526281	-50.7906096345	-72.0579973438	-42.1518501204	-70.8369282185	-6.20821253094	-73.7509402284	789.932354378	520.365771692	806.207562088	-131.374794437	1276.48440155	852.454911726	-111.965212232	-115.732550837	-38.4108827859	-35.9886195289	8.99136986046	637.73885235	-71.8100918254	54.081576765	375.868075031	678.098202897	408.502064884	156.189845096	-79.0196362875	138.425321891	518.767969411	-66.3121959918	871.659203052	-134.725294035	734.741253041	730.74085378	420.328922009	886.494785425	22.2241277966	-24.3213462996	224.819621804	115.780753814	76.0913748496	27.4516516016	-83.6192174742	-44.9621702111	386.153672838	91.3698397129	306.383374726	-72.1670766146	7442.38171187	1062.68140181	635.698501645	211.304241682	847.186670007	193.956030941	32.214102674	4111.41422879	551.033131058	52.3659625474	-135.451049458	1956.44797278	-18.1596659384	27.7174635278	146.145124918	1151.68924918	24693.8964465	1414.89237397	28798.7483353	38.1482252999	18.1431058916	432.593399299	44.7492113523	-31.1127415873	-132.890379567	82.2988603127	4500.3836598	4941.04177429	39.5879483746	687.098782402	298.369085879	-24.1552063862	255.651580447	-134.453061372	-122.259540821	-42.3794437687	-51.9160181085	18.7150999281	-93.2883713214	-49.5898674064	-45.4079986781	-25.1104521341	-53.219007618	-72.3938688679	539.076730297	21555.4680093	9.56993464869	920.871630489
mmu-miR-1939	-84.9890552195	21.3282022135	137.831288165	85.6821469631	-13.1651702752	1010.2881579	103.40156664	5656.37479931	5473.74175249	-56.9890629444	-42.4653295437	-48.0068359566	-117.27540241	-89.0485827577	821.966438535	225.292597922	-110.789482795	-48.2227661261	-111.783254338	88.748270969	502.381637726	455.793995973	29.2909539836	-98.4229892629	2614.77629258	-141.659733636	620.271140833	67.6892491313	581.215512728	-56.0915260364	-31.510573352	63.1678987643	-86.7326593818	435.135376783	415.526676996	-151.87681988	-94.5580579277	210.957272289	-128.395266866	26299.5445365	-50.9136106395	-83.5564538787	705.636655638	-84.0908012555	-125.802511481	677.33859098	-60.6622684545	26.1901305372	826.74503927	-93.0245389296	-125.673186177	4457.02729108	14573.0768688	534.554695284	14316.6132841	95.618733597	5896.15143197	1309.24137366	2963.67021455	-47.2483914145	-84.6890088083	-49.7802253942	-68.6115623549	-6.20821253094	-73.7509402284	803.856524936	520.365771692	753.083978616	-134.082615374	1209.28815606	837.44521708	-119.61820214	-113.275574055	-44.1868127528	-35.9886195289	15.9436136317	684.436831866	-75.7224531767	55.9738268868	351.468447536	678.098202897	389.201108064	139.387850801	-74.1513369976	131.457479077	499.428110509	-68.2838413307	856.443311739	-132.066174462	728.453675986	771.824177681	391.322669092	863.370096118	13.1432503964	-30.2535982732	199.285908783	99.6338059048	70.6835874774	32.8541537555	-84.9986841281	-43.0583699949	390.338786774	95.9033731285	306.383374726	-78.9344626397	7190.87261117	1019.79829682	597.945248281	203.439866557	806.721540395	178.053628274	56.3048188221	4205.11408965	545.953410631	49.6265587833	-136.697957016	1885.17482967	-21.9607143348	16.0156759305	149.820631342	1151.68924918	23855.8786511	1338.44743716	29393.9351633	30.0369164591	17.2995849029	440.726365295	47.5867830143	-37.9058463681	-131.518126013	90.6842190957	4532.62508268	4762.76851533	27.5906103541	614.512829341	288.749760567	-26.4554751442	249.831906121	-133.534854834	-122.701368371	-51.0144688329	-54.1996227265	16.430016121	-98.779074093	-57.7010665829	-40.6236359766	-28.4788208944	-58.1751465992	-76.6718887311	509.77693666	21108.7457853	11.1285990822	920.871630489
mmu-miR-193b	-7.73945769635	75.2146547338	195.662044532	132.652480646	26.1513329121	1061.81638571	168.610969065	5575.83141577	5434.12189543	29.36379969	18.1123955668	53.4188963165	-68.6851830876	-50.8482585455	924.515707464	253.131860879	-69.9129606036	2.93226922081	-46.5340508787	145.460042128	745.357270195	531.847271668	83.611753572	-25.4114030004	2556.75751143	-70.9126726775	727.476459043	88.8537261919	694.033107394	24.0463370969	49.2475009931	122.259071634	-39.0617058888	556.893850929	483.026987679	-60.6282826444	-15.3483326528	272.444051043	-41.1504266643	27418.6905464	0.0147529751269	-17.6968513254	942.585893292	25.6206482809	-22.2459846184	835.351795309	-15.5891780933	61.1447581754	805.89797722	2.46962614241	-55.4369351441	4488.5077934	15094.179226	643.255369769	13917.6240325	157.896416546	5938.75874042	1437.58409017	3074.66180077	-20.3275329423	7.17289275185	13.7895685541	8.16355994197	111.23078039	-6.21777420629	950.060315799	702.551957542	859.33114556	-65.0331814815	1209.28815606	987.542163543	-22.425230314	-27.2813866974	21.6587888696	26.6581287023	90.6802341731	748.6465537	-22.0672117869	127.879331515	473.466585012	869.637145912	423.94283034	185.211471606	17.3726896525	238.297735563	625.137193375	6.63868154759	955.346605273	-74.8951036411	961.09402701	908.768590683	434.832048468	940.452393808	74.1148557974	54.2809923509	295.746602417	182.386913937	103.130311711	78.7754220644	-42.924951185	7.39233573423	440.560154003	202.441408396	384.159975914	2.27416966078	7291.47625145	1371.4397577	759.744905556	268.976325929	860.675046545	260.21604205	118.252374631	4517.44695917	637.388378325	89.3479133629	-33.8280835262	1970.70260141	80.6675923691	144.7353395	182.900189156	1337.55737586	24358.6893283	1458.575195	29195.539554	117.63905194	71.2849281766	501.72361026	104.338216254	61.2734834304	-67.0222089742	147.285390881	4564.86650557	5012.35107787	101.288543909	675.931712701	375.323688376	37.9520500816	319.667998031	-45.387027209	-23.2901698041	24.7818622861	14.3085158117	70.1294855893	2.1125893351	20.7071921227	37.1222579211	56.8531876984	12.4498338834	18.3001522315	578.143121813	21704.3754173	90.6204851917	976.167903029
mmu-miR-194	-52.5442242598	55.61958109	167.903281476	84.0624802844	19.1305287715	1130.52068945	112.09615363	5414.74464869	5473.74175249	-34.3391317616	-21.9305074723	-9.83586144526	-103.076961699	-82.448526742	767.273495106	257.771738039	-84.4008418865	-24.9704773321	-87.6821972047	119.285378516	532.133755987	474.807314897	34.862318044	-75.4013179189	2537.41791772	-107.572513356	608.359438809	54.6649555556	586.856392462	-28.4577801284	3.48459219752	82.8649563874	-78.1174268229	514.908170189	467.144561636	-92.5652706769	-63.0772696774	222.669039671	-120.12204926	26859.1175415	-36.9493819064	-53.4038647579	804.365504661	-61.8707608431	-78.3391033357	721.582288192	-56.3467598029	35.7232108022	791.999935853	-72.3149609622	-77.8311021402	4457.02729108	14989.9587546	529.11966156	13917.6240325	93.4712272884	5725.7221982	1491.06022205	2919.27358005	-38.7470676864	-50.2407957233	-39.6090583624	-54.146684241	45.5445640106	-55.7420959558	859.55320717	606.398137233	726.52218688	-103.619629833	1209.28815606	957.522774251	-85.179747556	-93.6197598022	-18.7727208985	-18.0895486057	52.442893431	696.111326745	-67.0593673273	69.2195777394	473.466585012	684.083794866	443.24378716	153.134937043	-47.8625208322	147.715778977	538.107828314	-57.4397919667	894.483040021	-116.776236917	697.015790713	990.935238484	550.857060138	894.203015194	30.0077369967	-0.592338405082	221.982542579	127.890964745	65.2758001052	51.7629112945	-66.3758843008	-26.8760681573	398.709014645	123.104573622	309.91867478	-46.2254301853	7039.96715075	1105.56450679	689.631720737	221.790075181	786.488975589	193.956030941	27.0518063566	4392.51381136	535.793969776	74.2811926603	-96.1734613987	1856.66557243	7.18065670458	66.1661942044	151.658384554	1503.86043657	23855.8786511	1403.97166871	28401.9571167	33.2814399955	24.8912738008	440.726365295	68.8685704794	-10.7334272452	-103.615637081	113.743955749	4500.3836598	4869.7324707	58.4409081211	603.34575964	288.749760567	-13.8039969749	241.102394632	-91.7564573658	-78.9604410013	-17.4338158055	-41.0688961733	30.140518964	-49.3627491486	-36.9724464653	-19.0940038203	-0.409081225693	-21.0041042399	-30.4692742088	509.77693666	20959.8383773	34.508565585	1126.25778564
mmu-miR-1940	-75.7191035167	32.758661839	174.84297224	108.357480465	-1.22980323623	1036.0522718	140.353561347	5616.10310754	5671.8410378	-50.6187697993	-33.2246596116	-38.1914425109	-114.435714268	-88.0485742705	835.639674392	227.612536502	-103.545542153	-31.9461639703	-100.614471764	93.1107149043	537.092442364	470.053985166	37.6480000742	-91.1876068405	2537.41791772	-137.157647939	644.094544879	64.4331757374	620.701670861	-43.6563403778	-24.7807338233	74.9861333382	-74.6713337993	477.121057523	407.585463975	-138.949943772	-74.2478719598	228.524923361	-119.369938569	28351.3122214	-40.2350827848	-76.4150511922	738.546271979	-70.2032759977	-113.72091668	721.582288192	-57.3057617255	54.7893713321	861.490142687	-75.7665572901	-113.458185998	4488.5077934	15511.0611119	599.775099975	15114.5917873	106.35626514	6279.61720796	1319.93660004	3207.85170424	-36.6217367544	-72.0579973438	-39.6090583624	-56.3720501046	25.6396499561	-68.3482869466	789.932354378	560.85159077	806.207562088	-125.959152563	1391.67796525	935.008232281	-106.608119297	-109.180612753	-19.9279068919	-20.6465587376	17.6816745746	731.134811381	-74.3251812655	74.8963281048	396.782041456	672.112610927	408.502064884	136.332942748	-57.599119412	150.038393248	518.767969411	-67.2980186612	978.170442242	-127.412715209	785.041869479	888.226928732	420.328922009	832.537177043	48.169491797	-16.9060313325	261.701651723	127.890964745	75.0098173752	46.3604091405	-76.7218842049	-38.2988694544	381.968558902	95.9033731285	355.877575482	-62.0159975771	7593.28717229	1045.52815981	662.665111191	224.411533556	847.186670007	207.208033163	63.1878805787	4673.61339394	622.149217042	50.9962606653	-136.697957016	2027.72111589	-14.3586175419	26.0457795853	166.360410249	1249.51457901	24191.0857693	1447.65448974	29393.9351633	55.9931047497	18.9866268802	444.792848292	54.6807121693	-40.6230882803	-125.114276094	86.4915397042	4758.31504291	5119.31503324	32.7323266486	692.682317253	336.846387128	-14.9541313539	284.749952076	-125.270995994	-118.283092879	-43.3388909981	-49.6324134906	25.5703513496	-93.9747091678	-50.4911117594	-44.2119080027	-30.7244000679	-55.6970771086	-68.9714529774	519.543534539	21853.2828253	6.45260578165	1007.76577305
mmu-miR-1941-3p	-79.5815833929	32.758661839	154.023899948	90.5411469992	-3.33604447841	1053.22834774	125.138034115	5334.20126515	5552.98146661	-50.6187697993	-30.1444363009	-29.4666483368	-116.328839696	-88.6485793628	808.293202678	239.212229401	-109.754634132	-40.0844650482	-114.722407647	90.9294929366	527.17506961	465.300655435	36.2551590591	-93.1608929557	2595.43669886	-132.655562241	667.917948926	72.5733592222	609.419911395	-60.2365879226	-20.742830106	73.0164275759	-80.4148221719	460.326785227	451.262135593	-131.345899002	-92.5270393309	216.81315598	-126.891045483	27605.2148814	-44.3422088828	-76.4150511922	778.037811588	-63.2595133688	-118.035771966	740.543872712	-57.3057617255	29.3678239589	819.796018587	-74.6160251808	-124.655269496	4488.5077934	15198.3996975	561.729863905	14516.1079099	110.651277757	5768.32950664	1394.80318467	3185.653387	-34.4964058224	-62.8718071878	-37.0662666045	-64.1608306275	-0.236738314613	-70.1491713739	796.894439657	565.912318155	786.286218286	-130.697839203	1247.68601063	829.940369757	-99.7204283803	-100.990690147	-30.3245808323	-33.431609397	17.6816745746	690.274079305	-74.6046356478	38.9435757906	386.325058244	702.040570773	396.921490792	134.805488721	-67.3357179918	163.974078877	533.272863588	-54.4823239584	909.698931334	-124.088815743	785.041869479	819.754722231	409.451577165	847.953636581	20.9268595966	-28.7705352798	219.145463355	117.799122302	73.9282599007	42.308532525	-80.1705508395	-42.1064698868	386.153672838	100.436906544	345.27167532	-67.6554859313	7140.57079103	1071.25802281	651.878467373	211.304241682	799.977352126	193.956030941	56.3048188221	4548.68024613	561.192571913	55.1053663115	-132.957234343	1913.68408692	-28.2957949955	37.7475671825	159.009397401	1210.38444708	23855.8786511	1425.81307923	28600.352726	41.3927488363	21.5171898462	440.726365295	47.5867830143	-32.4713625435	-130.145872459	90.6842190957	4500.3836598	4941.04177429	44.7296646691	664.764642999	304.781969421	-14.9541313539	264.381091936	-133.534854834	-120.934058174	-42.3794437687	-50.2033146451	13.0023904102	-89.1703442427	-50.4911117594	-43.0158173273	-27.3560313076	-49.5019033821	-63.8378291416	534.193431358	21704.3754173	-1.34071638595	928.771097994
