Gene	p0.5	P0.5	p0.5	p1	P1	P1	P1.5	P1.5	P1.5	P2	P2	P2	p2.5	P2.5	P2.5	P3	P3	P3	P3.5	P3.5	P3.5	P4	P4	P4	p4.5	P4.5	P4.5	P4.5	P5	P5	P5	P5.5	p5.5	P5.5	P5.5	P6	P6	P6	P6	P6	P6.5	P6.5	P6.5	P7	p7	P7	P7.5	p7.5	P7.5	P8	P8	P8	P8	P8.5	p8.5	P8.5	P8.5	P8.5	P9	P9	P9	P9	P9	P9.5	P9.5	P9.5	P10	P10	P10	P10	P10.5	p10.5	P10.5	P11	P11	P11	P11	P11.5	P11.5	P11.5	P12	P12	P12	P12	P12	P12.5	P12.5	p12.5	p12.5	P12.5	P13	P13	P13	P13	P13	P13	P13.5	P13.5	p14	P14	p14	p14	P14	P15	p15	P15	P16	P16	P16	P16	P16	p17	p17	p17	p18	P18	p18	P18	p19	p19	P20	P20	P20	P20	p21	p21	p21	P22	p22	P22	P23	P23	P23	P24	P24	P24	P24	P24	P25	P25	p25	P25	P26	P26	P26	p26	P27	P27	P27	P28	P28	P28	P28
mmu-miR-30e	40.155292768	112.771879218	230.360498352	95.4001470354	45.1075040917	1302.2814488	159.916382075	5777.18987462	5434.12189543	36.4419031847	34.5402532239	137.395040242	-28.2985072873	-38.6481550013	1382.56910868	362.168974129	-40.4197737061	-6.36864629682	-25.3721470539	160.728595901	656.100915411	493.82063382	105.897209813	1.55684057398	2692.13466743	-25.8918157038	1108.65092379	126.298570222	1026.84501166	33.7181481647	60.0152442391	141.956129257	-53.4204268204	653.46091663	621.998215555	-8.16037373388	4.96185331506	234.380807052	-25.3561021451	27605.2148814	27.1217852216	-16.1098729506	1212.44474729	25.6206482809	67.5030053293	1069.21133772	-19.9046867449	94.5105391028	1250.63530096	-4.43356651339	24.9784827055	4519.98829572	15302.6201689	681.300605838	15014.8444744	170.781454397	6194.40259108	2229.030842	3274.44665598	29.9719657819	65.7348549965	72.2737789864	5.9381940783	164.974048337	12.6915122799	1124.11244778	1016.3170554	1045.26368771	-63.0023157788	1362.87957432	1475.35723955	22.7274101407	-18.2724718313	95.5906924456	89.3048769334	158.464610943	1297.34781301	-9.77121896841	188.431335413	553.636789639	1049.20490499	501.146657621	238.672362545	33.9249072382	194.168064406	639.642087552	51.9865243423	993.386333555	-60.9347258825	1074.27041399	1271.67128514	529.10237045	1025.24292127	76.7093921974	54.2809923509	250.353334825	202.570598823	104.211869185	86.8791752954	-29.8200179732	34.997438869	499.151749104	206.974941812	387.695275968	23.7042254067	7090.26897089	1277.09692673	862.21802183	240.140283805	867.419234814	265.516842939	104.486251118	4611.14682003	652.627539607	94.8267208912	48.4678152655	2041.97574451	78.1335601048	169.810598637	192.088955216	1611.46829938	25029.1035647	1491.33731077	29592.3307727	299.332369974	67.910844222	481.391195271	122.782432057	121.052805501	18.5149292255	214.368261145	4597.10792846	5226.27898861	132.138841676	703.849386955	340.052828898	43.7027219768	319.667998031	6.95074544323	-0.315137246555	61.2408570016	0.606888104079	57.5615246499	63.1966576691	33.3246130638	98.122882364	68.0810835659	96.7041965645	135.517896483	524.426833479	22002.1902333	98.4138073593	1481.7338234
mmu-miR-31	-50.9992323093	57.2525038937	172.529741985	82.4428136057	-12.4630898612	1113.34461351	125.138034115	5696.64649108	5275.64246718	-37.8781835089	-31.1711774044	-2.20166654298	-101.183836271	-84.4485437164	992.88188675	255.451799459	-93.7144798542	-30.7835495306	-77.6890759541	117.104156548	561.885874249	484.313974359	41.8265231194	-76.0590799573	2556.75751143	-117.21983985	822.77007523	66.0612124344	631.983430328	-25.6944055376	-1.89927942549	57.2587814774	-79.2661244974	460.326785227	439.350316061	-100.929719924	-68.1548161694	213.885214134	-108.088278198	27232.1662115	-28.7351297105	-66.8931809435	810.947427929	-34.0957103275	-77.4761322785	816.39021079	-58.7442646094	46.845137778	868.439163371	-60.8096398691	-85.9744355934	4488.5077934	14677.2973402	561.729863905	13917.6240325	104.208758831	6279.61720796	1277.15569453	3074.66180077	-29.5373003144	-55.9821645708	-15.4525366621	-46.3579037181	31.6111241725	-54.8416537422	845.629036611	636.762501541	839.409801758	-120.543510689	1257.28547427	1017.56155284	-94.363335445	-77.2399145911	-32.634952819	-27.0390840673	45.4906496597	795.344533215	-61.7497340648	73.004077983	414.21034681	755.910898496	416.222447612	188.26637966	-42.9942215423	159.328850334	542.94279304	-38.7091612471	902.090985678	-119.43535649	879.355525299	915.615811333	405.82579555	878.786555656	26.1159323966	-6.5245903787	247.5162556	129.909333234	73.9282599007	47.711034679	-74.652684224	-28.7798683735	394.52390071	107.237206668	309.91867478	-49.6091231978	7090.26897089	1045.52815981	646.485145463	213.925700056	826.954105201	180.704028719	37.3763989915	4517.44695917	596.750614905	78.3902983065	-103.654906743	1870.92020105	4.64662444029	57.8077744921	157.171644189	1396.25257376	24191.0857693	1338.44743716	29592.3307727	60.8598900542	25.7347947894	448.85933129	60.3558554934	-18.885152982	-109.562069148	101.165917574	4532.62508268	5083.66038145	39.5879483746	631.263433894	307.988411191	-19.55466887	244.012231795	-104.611348894	-86.0296817882	-22.2310519523	-43.3525007913	18.7150999281	-59.6578168454	-28.8612472889	-33.4470919245	-1.53187081244	-30.9163822024	-50.1481655794	529.310132418	21406.5606013	36.0672300185	897.173227971
mmu-miR-32	6.16546985781	137.265721272	191.035584023	82.4428136057	3.68475966219	1173.46087929	138.1799146	5575.83141577	5394.50203837	-12.3970109283	-36.3048829223	55.60009486	-46.914240664	-72.0484384748	794.619966821	290.250878156	-53.872806326	-15.6695618144	-31.8382843337	184.722037545	705.68777918	493.82063382	55.7549332703	-18.176020578	2614.77629258	-50.3317094895	733.432310055	119.786423434	671.469588461	35.0998354601	39.8257256528	96.6528967236	-56.866519844	510.709602115	586.262756959	22.2558053447	-13.3173140561	249.02051628	-72.7390757027	26486.0688715	2.4790286339	-19.2838297001	797.783581392	111.723304879	4.50611815449	942.800774253	-45.3182376933	78.6220719945	819.796018587	25.4802683284	-41.1861016012	4519.98829572	14677.2973402	578.034965078	13917.6240325	132.126340843	5683.11488976	1373.41273192	3008.06684904	-24.5781948064	18.6556304469	4.88979740131	-14.0900986948	109.240288985	-28.728829547	998.794912753	702.551957542	1031.98279184	-113.097003113	1218.8876197	1182.66819395	-63.7513758148	-39.5662706057	8.95174294247	3.6450375153	104.584721716	842.042512731	-45.5413798949	103.280079932	435.124313234	618.242283204	481.845700801	191.321287713	-2.10050750708	184.87760732	567.117616668	16.4969082421	856.443311739	-85.5315819333	759.89156126	949.851914583	452.960956542	932.744164039	22.2241277966	26.1027954762	236.167938702	158.166492074	72.8467024263	70.6716688334	-64.30668432	-6.88616588723	453.11549581	170.706674487	313.453974834	-7.87690937678	6889.06169033	1096.9878858	657.271789282	242.76174218	840.442481739	209.858433607	76.9540040918	4454.98038527	571.352012768	63.3235776039	-75.5994867008	1899.4294583	62.929366519	129.690184018	160.847150613	1288.64471094	24023.4822102	1382.13025819	28203.5615074	59.237628286	35.8570466532	456.992297285	78.8000712964	24.5907176145	-71.1389696363	140.996371794	4629.34935135	4941.04177429	84.1494895936	664.764642999	298.369085879	-0.00238442646247	276.020440587	-88.5427344837	-77.1931308046	17.1062844513	-23.3709603843	27.8554351568	-41.8130328377	-2.72516105367	28.7496231937	42.2569230707	16.1669381193	10.5997164777	543.960029237	21257.6531933	78.1511697236	1031.46417557
mmu-miR-320	-76.491599492	44.1891214645	234.986958861	111.596813822	8.59932256061	1199.22499319	201.215670278	6018.82002524	6147.27932254	-44.2484766541	-3.44916760809	-9.83586144526	-106.232170746	-80.2485080701	938.188943321	260.091676619	-100.440996164	-37.7592361688	-88.8578585283	134.55393229	715.605151934	531.847271668	112.861414889	-66.1926493813	2730.81385486	-126.224011245	858.505181301	69.3172858283	885.823018326	-31.2211547192	-0.553311519735	80.8952506251	-76.9687291483	573.688123225	534.644872319	-125.262663186	-66.1237975726	249.02051628	-108.088278198	29843.5069013	-27.0922792714	-73.2410944427	922.840123487	-34.0957103275	-109.406061395	841.672323482	-54.9082569191	110.399006211	868.439163371	-59.6591077598	-95.1356857281	4519.98829572	15094.179226	626.950268596	14815.3498486	181.51898594	6833.51221772	1480.36499568	3096.86011802	-41.5808422624	-8.90294002119	34.1319026175	-51.9213183773	131.135694445	6.38841678451	1040.56742443	732.916321851	839.409801758	-127.313063032	1430.07581981	1032.57124748	-86.7103455375	-97.7147211049	-4.91048897802	-6.58300301224	19.4197355174	725.297563942	-56.9990095667	73.004077983	463.0096018	845.694778035	470.265126709	133.278034694	-62.4674187019	170.941921691	533.272863588	-20.964353197	1016.21017052	-124.088815743	822.767331807	881.379708082	420.328922009	940.452393808	44.2776871969	-12.4568423523	261.701651723	174.313439983	93.3962944407	67.9704177564	-70.5142842624	-35.4431691301	402.894128581	109.503973375	377.089375806	-58.6323045645	7542.98535215	1165.60085377	673.451755009	276.840701054	955.093682307	215.159234496	80.3955349701	5048.41283736	627.22893747	68.8023851321	-128.593057892	1956.44797278	-2.95547235259	29.3891474702	192.088955216	1386.47004077	24861.5000056	1524.09942655	31576.2868659	91.6828636493	36.7005676419	448.85933129	70.2873563104	-13.4506691575	-121.454933283	122.129314532	4790.5564658	5226.27898861	49.8713809636	659.181108148	346.46571244	-1.1525188055	258.56141761	-125.270995994	-113.864817387	-45.2577854568	-45.0652042547	38.138312289	-78.1889386995	-40.577423877	-28.6627292231	-20.6192937871	-44.5457644008	-59.5598092784	529.310132418	24831.4309853	25.1565789839	1165.75512317
mmu-miR-322	2270.35117326	2811.99327364	3436.49763133	2659.33249943	1114.3759747	1499.80632206	3389.95544888	20194.4555283	21123.5852919	914.834546868	1970.97397455	241.001971058	1568.55279135	788.758867333	2059.39428361	1447.90022947	2621.21098771	3255.92747151	2161.35791484	2551.34787244	1360.23438094	5556.11679727	1703.48585412	1548.61315489	5264.30063145	3519.82224852	1507.69294158	709.135707735	2933.46236151	1458.23774972	934.894382978	4382.7326355	1707.53310824	1090.11199633	1074.64735778	698.255385366	2039.026978	2108.26358813	1652.60285035	30216.5555713	839.511327396	1166.18901626	1732.41668547	1233.83534571	369.542875346	1157.69873214	1144.80314823	3106.96390283	1653.6785006	898.734139288	692.731825862	12862.3214106	21451.6279847	2338.98589173	19204.2316161	3170.84776749	10242.0968932	2047.21199361	4539.75073895	131.279406874	1033.72964269	1196.18773599	1870.79478784	1753.38618988	1306.62697326	1513.98922341	1112.4708757	1257.7580216	2254.89240627	5884.22694944	1475.35723955	893.637661621	1163.53336015	923.859049695	722.164884575	1303.84677226	1262.32432837	168.5206769	1564.09717396	964.944795987	1234.75825603	3400.15037202	405.164851469	891.719242119	1462.31545662	1273.02246661	827.8289652	2766.03767151	1345.07474838	1156.00891571	1305.90738839	590.7406579	2266.26791406	1572.45962682	1572.9374976	1268.86477644	1056.3404695	299.97377206	1438.85533933	1376.54623565	1123.01926242	1444.98749859	1013.9438898	2809.37581295	886.545943599	18659.6876031	1663.04487159	1013.23103529	903.369252652	6222.3047202	1211.70980159	1004.44657579	5829.24501117	5046.58570933	324.936637077	542.866661794	2498.12386042	459.505415881	532.566014152	725.037386672	1924.50935484	26705.1391555	2277.62808935	32766.6605219	614.051152997	106.7128097	599.319202204	409.37716992	496.032189396	641.518042745	1442.82332286	11367.8067351	6331.57319413	1062.78949098	1340.37235995	779.335351481	817.743159066	951.102662388	367.346811513	199.390914985	749.164520449	433.920864358	451.738481385	237.526470667	504.67540965	599.284875336	452.075122233	649.313692973	187.709738813	1530.38641502	24235.8013533	626.801050323	1458.03542088
mmu-miR-323-3p	-61.8141759626	71.9488091265	241.926649625	116.455813859	24.0450916699	1362.39771457	140.353561347	6461.80863471	6781.19703553	-23.0141661702	4.76476122046	2.16073054404	-78.1508102283	-58.8483264434	972.372032964	313.450263954	-84.9182662181	-9.85648961593	-65.3446320563	189.084481481	740.398583818	565.120579785	164.396532447	-12.9139242708	3194.96410401	-123.651390847	888.284436359	108.390166555	851.977739926	19.9012752107	-14.0129905773	102.56201401	-79.2661244974	687.049461222	586.262756959	-98.6485064926	-51.9066673951	257.804341816	-115.609385112	28724.3608914	-3.27094790323	-67.6866701309	1074.22435865	-57.7045032657	-69.7093927638	923.839189733	-49.1542453836	158.064407536	1014.36859772	-48.1537866668	-72.741518732	4519.98829572	16136.3839406	675.865572114	15812.8229776	291.041807678	7046.54875994	1576.62203306	3407.63655945	-19.6190892983	27.8418206029	57.0170284389	-49.6959525136	184.878962391	44.2069897569	1026.64325387	824.009414776	865.971593494	-109.712226942	1602.86616536	1197.67788859	-101.251026362	-87.0678217177	5.48618496235	63.7347756146	80.2518685162	836.205265292	-37.7166571923	69.2195777394	546.665467498	857.665961973	493.426274893	183.684017579	-50.7835004061	173.264535963	644.477052278	87.4761404425	1023.81811618	-124.753595636	1111.99587632	1025.17134173	481.967209459	1210.24043572	53.3585645971	-8.0076533721	275.887047846	236.882863129	146.392610688	55.81478791	-67.0656176277	-27.8279682654	411.264356453	114.037506791	370.018775698	-30.4348627936	9454.45451747	1380.01637869	856.824699921	253.24757568	880.907611351	241.66323894	70.0709423352	5048.41283736	678.026141744	64.6932794859	-129.83996545	2270.04980247	8.44767283673	49.4493547798	195.76446164	1552.77310149	25867.1213601	1491.33731077	30584.3088193	218.219281566	35.0135256646	473.258229276	58.9370696624	-6.65756437675	-113.221411959	101.165917574	5080.7292718	5083.66038145	49.8713809636	854.604827928	343.259270669	-3.45278756356	299.299137891	-126.648305801	-107.679231698	-32.7849714752	-41.0688961733	55.2764408427	-67.8938710028	-38.7749351712	-22.6822758464	-2.65466039919	-25.9602432212	-35.6028980446	592.793018632	23342.3569053	25.1565789839	1165.75512317
mmu-miR-323-5p	-87.3065431452	34.3915846427	177.156202494	106.737813786	0.174357591891	1053.22834774	114.269800377	6099.36340878	5988.79989429	-54.865631896	-19.8770252652	-24.0136519781	-116.013318791	-85.6485539011	876.659381964	267.051492358	-104.580390816	-44.734922807	-100.614471764	123.647822451	631.307483526	503.327293282	96.1473227077	-80.6634142261	2788.83263601	-139.730268337	733.432310055	57.9210289496	705.314866861	-36.7479039008	-23.4347659175	71.0467218136	-83.8609151955	548.496714781	475.085774658	-129.064685571	-86.4339835405	254.87639997	-115.609385112	27418.6905464	-39.4136575652	-84.3499430661	824.111274465	-52.1494931626	-121.487656195	740.543872712	-62.1007713384	89.7439989703	896.235246105	-80.3686857273	-113.458185998	4425.54678876	15823.7225262	572.599931354	14316.6132841	157.896416546	5938.75874042	1416.19363742	3096.86011802	-42.9977295504	-24.9787727942	6.16119328028	-48.5832695818	129.145203039	-13.4213119153	908.287804124	631.701774156	819.488457956	-138.14434678	1343.68064704	1002.55185819	-108.138717279	-100.171697887	-30.3245808323	-32.1531043311	21.1577964602	672.762336987	-65.6620954161	65.4350774958	431.638652163	773.867674404	458.684552617	143.970212882	-74.1513369976	159.328850334	528.437898863	-22.9359985359	924.914822647	-127.412715209	747.316407151	826.601942881	413.07735878	909.619474732	45.5749553969	-25.804409293	233.330859477	127.890964745	87.9885070685	51.7629112945	-80.8602841665	-42.1064698868	377.783444967	93.6366064207	362.94817559	-69.9112812729	7392.07989173	1079.8346438	630.305179736	229.654450306	860.675046545	215.159234496	54.5840533829	4923.47968955	566.272292341	52.3659625474	-137.944864573	1885.17482967	-19.4266820705	19.3590438154	159.009397401	1308.20977691	24358.6893283	1469.49590026	29989.1219913	44.6372723726	29.9523997327	452.925814288	61.7746413244	-24.3196368066	-125.114276094	99.0695778787	4564.86650557	5119.31503324	46.4435701006	698.265852104	304.781969421	-9.20345945873	249.831906121	-134.91216464	-117.841265329	-47.1766799155	-55.3414250355	23.2852675425	-96.7200605536	-47.7873787005	-39.4275453013	-23.9876625474	-50.7409381274	-77.5274927037	553.726627116	22448.9124573	14.2459279493	1078.8609806
mmu-miR-324-3p	-87.3065431452	18.0623566062	123.951906637	79.2034802483	-16.6755723455	1001.70011993	112.09615363	5575.83141577	5354.8821813	-58.4046836434	-40.4118473366	-42.5538395979	-124.532383218	-90.4485946398	739.927023392	199.773273544	-114.411453116	-45.8975372467	-120.600714265	73.4797171954	487.505578595	470.053985166	29.2909539836	-97.1074651861	2576.09710515	-142.946043835	638.138693868	36.756551889	575.574632995	-60.2365879226	-35.5484770693	78.9255448628	-87.3070082191	439.333944857	415.526676996	-151.87681988	-95.5735672261	205.101388598	-125.3868241	26299.5445365	-51.7350358591	-88.3173890031	692.472809102	-84.0908012555	-130.980337824	689.979647327	-63.059773261	27.7789772481	805.89797722	-96.4761352575	-123.637352814	4488.5077934	15198.3996975	545.424762732	14516.1079099	78.4386831283	5853.54412353	1330.63182641	2941.4718973	-48.6652787025	-83.5407350388	-52.3230171521	-66.3861964912	3.74424449627	-77.3527090829	803.856524936	525.426499077	779.645770352	-136.113481077	1276.48440155	837.44521708	-116.557006177	-115.732550837	-40.7212547726	-38.5456296608	14.2055526889	626.064357471	-76.8402707057	46.5125762778	365.411091819	642.184651081	381.480725336	145.497666909	-71.2303574237	150.038393248	518.767969411	-66.3121959918	871.659203052	-133.395734249	690.728213658	778.671398331	405.82579555	847.953636581	10.5487139964	-31.7366612666	213.471304906	99.6338059048	64.1942426307	38.2566559095	-88.4473507628	-46.8659704273	386.153672838	98.1701398363	306.383374726	-77.8065649688	7190.87261117	1054.10478081	651.878467373	206.061324932	820.209916932	180.704028719	27.0518063566	4173.8808027	566.272292341	49.6265587833	-137.944864573	1870.92020105	-23.2277304669	17.687359873	140.631865282	1161.47178216	23855.8786511	1349.36814242	29195.539554	38.1482252999	18.1431058916	436.659882297	44.7492113523	-33.8299834996	-132.432961715	84.3952000085	4339.17654535	4976.69642608	29.3045157856	586.595155087	298.369085879	-29.9058782813	238.192557469	-137.666784254	-123.585023469	-51.0144688329	-56.4832273444	14.1449323138	-94.6610470143	-54.0960891711	-48.9962707041	-31.8471896546	-55.6970771086	-76.6718887311	524.426833479	20810.9309693	1.77661248109	976.167903029
mmu-miR-324-5p	-14.6919214734	93.1768055739	177.156202494	88.9214803205	2.28059883407	1078.99246164	133.832621105	5736.91818285	5592.60132368	-30.8000800143	-20.9037663688	-21.8324534346	-89.5095627972	-69.8484198029	972.372032964	287.930939576	-65.7735659513	-8.69387517622	-46.5340508787	165.091039837	621.390110772	493.82063382	62.7191383457	-41.8554539605	2576.09710515	-49.6885543899	781.079118148	100.249983071	733.519265527	-16.0225944698	29.0579824068	69.0770160513	-63.7587058912	569.489555151	570.380330916	-72.0343497989	-43.7825930079	231.452865207	-99.8150605928	26859.1175415	-19.699452295	-44.6754836966	889.930507146	-28.5407002244	-51.5870005628	949.121302426	-50.1132473062	53.2005246213	924.031328838	-59.6591077598	-35.0786015113	4425.54678876	14677.2973402	567.164897629	14117.1186583	121.3888093	6023.9733573	1448.27931655	3074.66180077	-24.5781948064	-52.5373432623	-14.1811407832	-33.005708536	69.4304608759	-35.932367256	950.060315799	596.276682463	819.488457956	-113.097003113	1305.28279248	1017.56155284	-63.7513758148	-46.9372009507	-12.9967909316	12.5945729769	78.5138075734	859.554255049	-55.8811920378	107.064580175	445.581296446	767.882082435	400.781682156	166.882023284	-34.2312828204	161.651464606	542.94279304	-17.0210625192	856.443311739	-108.798878198	854.20521708	908.768590683	427.580485239	863.370096118	28.7104687967	8.30603955534	216.30838413	123.854227768	78.2544897985	49.0616602175	-60.8580176853	-24.9722679411	407.079242517	125.37134033	320.524574942	-45.0975325145	7140.57079103	1096.9878858	738.171617919	198.196949807	853.930858276	204.557632718	58.0255842612	4361.28052441	576.431733195	74.2811926603	-98.0438227349	1899.4294583	5.91364057244	67.8378781469	166.360410249	1454.94777165	24526.2928874	1371.20955294	29195.539554	62.4821518224	30.7959207213	448.85933129	58.9370696624	-18.885152982	-99.0414585677	109.551276357	4500.3836598	5083.66038145	51.5852863951	625.679899043	301.57552765	-19.55466887	258.56141761	-103.234039088	-89.5643021817	-27.028288099	-39.3561927099	27.8554351568	-60.3441546918	-44.1824012888	-33.4470919245	-12.7597666799	-25.9602432212	-52.7149774973	514.660235599	21257.6531933	12.6872635157	1110.45885063
mmu-miR-325	-87.3065431452	27.8598934281	119.325446128	82.4428136057	-10.356848619	1018.87619587	101.227919892	5736.91818285	5315.26232424	-54.1578215466	-33.2246596116	-37.1008432391	-121.061653266	-90.2485929424	767.273495106	209.053027863	-111.306907126	-54.0358383247	-115.310238309	84.3858270337	537.092442364	465.300655435	34.862318044	-91.8453688789	2556.75751143	-144.232354035	661.962097915	40.012625283	615.060791128	-58.8549006272	-34.2025091635	57.2587814774	-86.1583105446	439.333944857	383.76182491	-145.793584064	-92.5270393309	210.957272289	-124.634713409	26672.5932065	-51.7350358591	-78.002029567	771.45588832	-85.4795537813	-129.25439571	746.864400885	-64.4982761449	26.1901305372	798.948956537	-87.2718783831	-119.565686088	4457.02729108	14885.7382831	550.859796457	13817.8767196	106.35626514	6237.00989952	1330.63182641	3008.06684904	-45.8315041265	-76.6510924218	-51.0516212731	-66.3861964912	11.706210118	-75.5518246557	769.046098541	525.426499077	773.005322418	-138.14434678	1257.28547427	792.416133141	-118.087604158	-112.456581795	-43.0316267594	-46.2166600564	8.99136986046	736.972058821	-76.2813619412	54.081576765	351.468447536	660.141426989	373.760342608	133.278034694	-70.2566975657	138.425321891	528.437898863	-69.2696640001	902.090985678	-132.730954355	690.728213658	764.976957031	398.574232321	855.661866349	18.3323231965	-31.7366612666	216.30838413	107.707279859	65.2758001052	30.1529026785	-86.378150782	-48.7697706435	377.783444967	86.8363062972	299.312774618	-72.1670766146	7039.96715075	1028.37491782	619.518535918	232.275908681	826.954105201	196.606431385	40.8179298698	4298.81395051	556.112851486	55.1053663115	-142.309041024	1870.92020105	-28.2957949955	21.0307277579	160.847150613	1229.94951304	24693.8964465	1371.20955294	28005.165898	34.9037017636	16.4560639143	436.659882297	53.2619263383	-27.0368787189	-131.060708161	73.9135015297	4435.90081402	4941.04177429	25.8767049226	625.679899043	304.781969421	-17.254400112	246.922068958	-138.584990791	-122.701368371	-46.2172326861	-51.3451169541	16.430016121	-93.9747091678	-49.5898674064	-50.1923613795	-31.8471896546	-61.8922508352	-78.3830966764	500.010338781	21406.5606013	3.33527691461	912.972162983
mmu-miR-326	-32.4593289038	98.0755739848	197.975274787	153.708147469	31.0658958105	1061.81638571	207.73661052	5777.18987462	5513.36160955	1.75919606098	20.165877774	16.3385210768	-77.2042475142	-57.4483145612	958.698797107	274.011308097	-59.5644739729	6.42011253992	-28.3113003629	167.272261804	661.059601787	755.253769022	75.2547074815	-45.1442641525	2711.47426115	-76.7010685741	870.416883324	72.5733592222	761.723664194	0.557653075056	4.83056010327	147.865246544	-7.47251983912	569.489555151	558.468511383	-68.2323274141	-24.4879163384	354.426422715	-54.6884191094	27791.7392164	0.836178194717	-7.38149188928	922.840123487	27.0094008067	-59.3537400775	803.749154443	0.23435362923	124.698626608	1028.26663909	28.9318646563	-40.1681849195	4708.87130964	14781.5178117	703.040740735	14216.8659712	228.764124729	6535.26105862	1416.19363742	3119.05843526	-23.8697511624	19.8039042164	41.7602778913	35.9806332379	77.3924264976	-12.5208697017	873.477377728	758.219958774	865.971593494	-33.2162854721	1487.67260166	980.03731622	-26.2517252677	-36.2903015635	19.3484168828	22.8226135044	85.4660513446	818.693522973	-46.6591974239	150.586332977	452.552618588	917.521881665	481.845700801	160.772207177	29.0566079483	263.846492549	591.292440296	-25.8934665443	1092.28962709	-16.3944730336	847.917640025	901.921370033	452.960956542	963.577083114	138.978265798	63.1793703113	295.746602417	190.460387891	96.6409668641	144.956073451	15.7023816046	17.8632369233	478.226179425	225.109075474	479.613077371	28.2158160901	7392.07989173	1242.79044274	700.418364555	313.541118302	955.093682307	289.370446939	250.751313445	4861.01311565	805.019152429	118.111652886	-52.531696888	2070.48500176	75.5995278405	84.5547175716	188.413448792	1406.03510674	25364.3106828	1469.49590026	29195.539554	78.704769504	50.1969034603	574.920304218	98.6630729304	27.3079595268	-84.404087325	191.308524492	4726.07362002	5083.66038145	135.566652539	815.520083972	368.910804834	86.2576940011	313.848323706	-86.7063214081	-73.6585104111	17.1062844513	-9.09843152217	42.7084799033	-43.1857085306	13.4972372992	4.82780968666	19.8011313358	-11.0918262775	-35.6028980446	602.559616511	21257.6531933	76.5925052901	1228.95086321
mmu-miR-327	-86.53404717	22.9611250171	151.710669693	95.4001470354	-14.5693311034	967.347968062	116.443447125	5616.10310754	5354.8821813	-56.9890629444	-47.5990350615	-41.4632403261	-119.168527838	-89.2485844551	842.476292321	204.413150704	-108.719785469	-49.3853805658	-112.371085	99.6543808072	512.299010479	436.780677049	34.862318044	-91.1876068405	2537.41791772	-145.518664234	661.962097915	44.8967353738	643.265189795	-54.709838741	-30.1646054463	53.3193699528	-85.00961287	439.333944857	447.291529082	-150.356010926	-86.4339835405	208.029330443	-129.147377557	27045.6418765	-49.2707602003	-85.9369214409	731.964348711	-67.4257709462	-126.665482538	727.902816365	-58.7442646094	34.1343640914	729.458749702	-90.723474711	-123.637352814	4457.02729108	14781.5178117	561.729863905	14516.1079099	95.618733597	5725.7221982	1287.85092091	2985.86853179	-45.1230604825	-64.0200809573	-53.5944130311	-63.0481476957	13.6967015235	-78.2531512965	782.970269099	520.365771692	792.92666622	-133.40566014	1314.88225612	904.988842988	-114.261109205	-107.542628232	-45.3419987461	-37.2671245948	17.6816745746	684.436831866	-73.766272501	55.9738268868	368.89675289	660.141426989	389.201108064	128.695672613	-74.1513369976	152.36100752	538.107828314	-61.3830826445	917.306876991	-134.060514142	772.466715369	751.28251573	402.200013936	855.661866349	19.6295913965	-28.7705352798	199.285908783	101.652174393	78.2544897985	35.5554048325	-84.3089508012	-44.9621702111	377.783444967	91.3698397129	295.777474564	-83.446053323	7140.57079103	1071.25802281	603.33857019	216.547158431	826.954105201	191.305630496	32.214102674	4173.8808027	566.272292341	45.5174531371	-139.191772131	1913.68408692	-24.4947465991	31.0608314127	151.658384554	1210.38444708	23855.8786511	1425.81307923	28401.9571167	31.6591782273	22.3607108348	456.992297285	54.6807121693	-43.3403301926	-131.975543864	86.4915397042	4371.41796824	4869.7324707	27.5906103541	625.679899043	285.543318797	-23.0050720071	252.741743284	-136.748577716	-121.817713272	-45.2577854568	-50.2033146451	18.7150999281	-94.6610470143	-48.6886230535	-51.3884520548	-20.6192937871	-58.1751465992	-80.0943046217	509.77693666	20662.0235613	4.89394134813	928.771097994
